"CLIENT","PRODUCTID","TYPECODE","CATEGORY","HISTORY_CREATEDBY_EMPLOYEEID","HISTORY_CREATEDAT","HISTORY_CHANGEDBY_EMPLOYEEID","HISTORY_CHANGEDAT","NAMEID","DESCID","SUPPLIER_PARTNERID","TAXTARIFFCODE","QUANTITYUNIT","WEIGHTMEASURE","WEIGHTUNIT","CURRENCY","PRICE","PRODUCTPICURL","WIDTH","DEPTH","HEIGHT","DIMENSIONUNIT"
"100","HT-1023","PR","Handhelds","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A3C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A3E7FB","02BD2137-0890-1EEA-A6C2-BB55C19CE7FB","1","EA","0.800 ","KG","USD","239.00 ","/sap/hana/democontent/epmNext/data/images/HT-1023.jpg","0.800 ","0.020 ","0.130 ","M"
"100","HT-1030","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A407FB","02BD2137-0890-1EEA-A6C2-BB55C1A427FB","02BD2137-0890-1EEA-A6C2-BB55C19D07FB","1","EA","18.000 ","KG","EUR","230.00 ","/sap/hana/democontent/epmNext/data/images/HT-1030.jpg","0.370 ","0.120 ","0.360 ","M"
"100","HT-1031","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A447FB","02BD2137-0890-1EEA-A6C2-BB55C1A467FB","02BD2137-0890-1EEA-A6C2-BB55C19D27FB","1","EA","22.000 ","KG","GBP","285.00 ","/sap/hana/democontent/epmNext/data/images/HT-1031.jpg","0.410 ","0.190 ","0.430 ","M"
"100","HT-1032","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A487FB","02BD2137-0890-1EEA-A6C2-BB55C1A4A7FB","02BD2137-0890-1EEA-A6C2-BB55C19D47FB","1","EA","21.000 ","KG","EUR","345.00 ","/sap/hana/democontent/epmNext/data/images/HT-1032.jpg","0.410 ","0.190 ","0.430 ","M"
"100","HT-1035","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A4C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A4E7FB","02BD2137-0890-1EEA-A6C2-BB55C19D67FB","1","EA","14.000 ","KG","USD","399.00 ","/sap/hana/democontent/epmNext/data/images/HT-1035.jpg","0.390 ","0.200 ","0.410 ","M"
"100","HT-1036","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A507FB","02BD2137-0890-1EEA-A6C2-BB55C1A527FB","02BD2137-0890-1EEA-A6C2-BB55C19D87FB","1","EA","15.000 ","KG","CAD","430.00 ","/sap/hana/democontent/epmNext/data/images/HT-1036.jpg","0.450 ","0.260 ","0.460 ","M"
"100","HT-1037","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A547FB","02BD2137-0890-1EEA-A6C2-BB55C1A567FB","02BD2137-0890-1EEA-A6C2-BB55C19DA7FB","1","EA","17.000 ","KG","MXN","1430.00 ","/sap/hana/democontent/epmNext/data/images/HT-1037.jpg","0.550 ","0.220 ","0.390 ","M"
"100","HT-1040","PR","Laser printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A587FB","02BD2137-0890-1EEA-A6C2-BB55C1A5A7FB","02BD2137-0890-1EEA-A6C2-BB55C19DC7FB","1","EA","32.000 ","KG","EUR","830.00 ","/sap/hana/democontent/epmNext/data/images/HT-1040.jpg","0.510 ","0.460 ","0.300 ","M"
"100","HT-1041","PR","Laser printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A5C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A5E7FB","02BD2137-0890-1EEA-A6C2-BB55C19DE7FB","1","EA","23.000 ","KG","ARS","490.00 ","/sap/hana/democontent/epmNext/data/images/HT-1041.jpg","0.480 ","0.420 ","0.260 ","M"
"100","HT-1042","PR","Laser printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A607FB","02BD2137-0890-1EEA-A6C2-BB55C1A627FB","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","1","EA","15.000 ","KG","EUR","349.00 ","/sap/hana/democontent/epmNext/data/images/HT-1042.jpg","0.530 ","0.500 ","0.650 ","M"
"100","HT-1050","PR","Ink jet printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A647FB","02BD2137-0890-1EEA-A6C2-BB55C1A667FB","02BD2137-0890-1EEA-A6C2-BB55C19E27FB","1","EA","3.000 ","KG","RUB","139.00 ","/sap/hana/democontent/epmNext/data/images/HT-1050.jpg","0.450 ","0.340 ","0.180 ","M"
"100","HT-1051","PR","Ink jet printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A687FB","02BD2137-0890-1EEA-A6C2-BB55C1A6A7FB","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","1","EA","1.900 ","KG","USD","99.00 ","/sap/hana/democontent/epmNext/data/images/HT-1051.jpg","0.460 ","0.320 ","0.250 ","M"
"100","HT-1052","PR","Ink jet printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A6C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A6E7FB","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","1","EA","18.000 ","KG","EUR","170.00 ","/sap/hana/democontent/epmNext/data/images/HT-1052.jpg","0.410 ","0.420 ","0.280 ","M"
"100","HT-1055","PR","Multi function printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A707FB","02BD2137-0890-1EEA-A6C2-BB55C1A727FB","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","1","EA","6.300 ","KG","EUR","99.00 ","/sap/hana/democontent/epmNext/data/images/HT-1055.jpg","0.550 ","0.450 ","0.290 ","M"
"100","HT-1056","PR","Multi function printers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A747FB","02BD2137-0890-1EEA-A6C2-BB55C1A767FB","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","1","EA","4.300 ","KG","JPY","119.00 ","/sap/hana/democontent/epmNext/data/images/HT-1056.jpg","0.510 ","0.410 ","0.220 ","M"
"100","HT-1060","PR","Mice","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A787FB","02BD2137-0890-1EEA-A6C2-BB55C1A7A7FB","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","1","EA","0.090 ","KG","EUR","9.00 ","/sap/hana/democontent/epmNext/data/images/HT-1060.jpg","0.060 ","0.150 ","0.040 ","M"
"100","HT-1061","PR","Mice","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A7C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A7E7FB","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","1","EA","0.090 ","KG","EUR","7.00 ","/sap/hana/democontent/epmNext/data/images/HT-1061.jpg","0.070 ","0.150 ","0.030 ","M"
"100","HT-1062","PR","Mice","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A807FB","02BD2137-0890-1EEA-A6C2-BB55C1A827FB","02BD2137-0890-1EEA-A6C2-BB55C19F07FB","1","EA","0.030 ","KG","ARS","11.00 ","/sap/hana/democontent/epmNext/data/images/HT-1062.jpg","0.070 ","0.140 ","0.040 ","M"
"100","HT-1063","PR","Keyboards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A847FB","02BD2137-0890-1EEA-A6C2-BB55C1A867FB","02BD2137-0890-1EEA-A6C2-BB55C19F27FB","1","EA","2.100 ","KG","BRL","14.00 ","/sap/hana/democontent/epmNext/data/images/HT-1063.jpg","0.500 ","0.210 ","0.040 ","M"
"100","HT-1064","PR","Keyboards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A887FB","02BD2137-0890-1EEA-A6C2-BB55C1A8A7FB","02BD2137-0890-1EEA-A6C2-BB55C19F47FB","1","EA","1.800 ","KG","CAD","16.00 ","/sap/hana/democontent/epmNext/data/images/HT-1064.jpg","0.520 ","0.250 ","0.030 ","M"
"100","HT-1065","PR","Keyboards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A8C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A8E7FB","02BD2137-0890-1EEA-A6C2-BB55C19F67FB","1","EA","2.300 ","KG","CHF","26.00 ","/sap/hana/democontent/epmNext/data/images/HT-1065.jpg","0.510 ","0.230 ","0.040 ","M"
"100","HT-1066","PR","High Tech","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A907FB","02BD2137-0890-1EEA-A6C2-BB55C1A927FB","02BD2137-0890-1EEA-A6C2-BB55C19F87FB","1","EA","80.000 ","G","USD","2.50 ","/sap/hana/democontent/epmNext/data/images/HT-1066.jpg","0.300 ","0.300 ","0.010 ","M"
"100","HT-1067","PR","High Tech","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A947FB","02BD2137-0890-1EEA-A6C2-BB55C1A967FB","02BD2137-0890-1EEA-A6C2-BB55C19FA7FB","1","EA","150.000 ","G","EUR","3.50 ","/sap/hana/democontent/epmNext/data/images/HT-1067.jpg","0.280 ","0.220 ","0.000 ","M"
"100","HT-1068","PR","High Tech","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A987FB","02BD2137-0890-1EEA-A6C2-BB55C1A9A7FB","02BD2137-0890-1EEA-A6C2-BB55C19FC7FB","1","EA","150.000 ","G","USD","3.50 ","/sap/hana/democontent/epmNext/data/images/HT-1068.jpg","0.240 ","0.240 ","0.010 ","M"
"100","HT-1069","PR","Flat screens","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1A9C7FB","02BD2137-0890-1EEA-A6C2-BB55C1A9E7FB","02BD2137-0890-1EEA-A6C2-BB55C19FE7FB","1","EA","170.000 ","G","JPY","800.00 ","/sap/hana/democontent/epmNext/data/images/HT-1069.jpg","0.320 ","0.000 ","0.230 ","M"
"100","HT-1070","PR","Graphic cards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AA07FB","02BD2137-0890-1EEA-A6C2-BB55C1AA27FB","02BD2137-0890-1EEA-A6C2-BB55C1A007FB","1","EA","0.010 ","KG","ARS","70.90 ","/sap/hana/democontent/epmNext/data/images/HT-1070.jpg","0.150 ","0.180 ","0.050 ","M"
"100","HT-1071","PR","Graphic cards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AA47FB","02BD2137-0890-1EEA-A6C2-BB55C1AA67FB","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","1","EA","0.012 ","KG","ZAR","81.70 ","/sap/hana/democontent/epmNext/data/images/HT-1071.jpg","0.140 ","0.180 ","0.040 ","M"
"100","HT-1072","PR","Graphic cards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AA87FB","02BD2137-0890-1EEA-A6C2-BB55C1AAA7FB","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","1","EA","0.013 ","KG","USD","101.20 ","/sap/hana/democontent/epmNext/data/images/HT-1072.jpg","0.150 ","0.170 ","0.030 ","M"
"100","HT-1073","PR","Graphic cards","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AAC7FB","02BD2137-0890-1EEA-A6C2-BB55C1AAE7FB","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","1","EA","0.010 ","KG","EUR","24.00 ","/sap/hana/democontent/epmNext/data/images/HT-1073.jpg","0.150 ","0.170 ","0.040 ","M"
"100","HT-1080","PR","Scanner","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AB07FB","02BD2137-0890-1EEA-A6C2-BB55C1AB27FB","02BD2137-0890-1EEA-A6C2-BB55C1A087FB","1","EA","2.300 ","KG","INR","51.00 ","/sap/hana/democontent/epmNext/data/images/HT-1080.jpg","0.340 ","0.480 ","0.050 ","M"
"100","HT-1081","PR","Scanner","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AB47FB","02BD2137-0890-1EEA-A6C2-BB55C1AB67FB","02BD2137-0890-1EEA-A6C2-BB55C1A0A7FB","1","EA","2.400 ","KG","PLN","89.00 ","/sap/hana/democontent/epmNext/data/images/HT-1081.jpg","0.310 ","0.430 ","0.070 ","M"
"100","HT-1082","PR","Scanner","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AB87FB","02BD2137-0890-1EEA-A6C2-BB55C1ABA7FB","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","1","EA","3.200 ","KG","ARS","169.00 ","/sap/hana/democontent/epmNext/data/images/HT-1082.jpg","0.330 ","0.410 ","0.120 ","M"
"100","HT-1083","PR","Scanner","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1ABC7FB","02BD2137-0890-1EEA-A6C2-BB55C1ABE7FB","02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB","1","EA","3.200 ","KG","CNY","520.00 ","/sap/hana/democontent/epmNext/data/images/HT-1083.jpg","0.350 ","0.400 ","0.100 ","M"
"100","HT-1085","PR","Scanner and Printer","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AC07FB","02BD2137-0890-1EEA-A6C2-BB55C1AC27FB","02BD2137-0890-1EEA-A6C2-BB55C1A107FB","1","EA","23.200 ","KG","DKK","1499.00 ","/sap/hana/democontent/epmNext/data/images/HT-1085.jpg","0.450 ","0.420 ","0.220 ","M"
"100","HT-1090","PR","Speakers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AC47FB","02BD2137-0890-1EEA-A6C2-BB55C1AC67FB","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","1","EA","3.000 ","KG","EUR","39.00 ","/sap/hana/democontent/epmNext/data/images/HT-1090.jpg","0.120 ","0.100 ","0.160 ","M"
"100","HT-1091","PR","Speakers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AC87FB","02BD2137-0890-1EEA-A6C2-BB55C1ACA7FB","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","1","EA","1.400 ","KG","EUR","26.00 ","/sap/hana/democontent/epmNext/data/images/HT-1091.jpg","0.130 ","0.110 ","0.180 ","M"
"100","HT-1092","PR","Speakers","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1ACC7FB","02BD2137-0890-1EEA-A6C2-BB55C1ACE7FB","02BD2137-0890-1EEA-A6C2-BB55C19BC7FB","1","EA","2.100 ","KG","EUR","45.00 ","/sap/hana/democontent/epmNext/data/images/HT-1092.jpg","0.120 ","0.100 ","0.180 ","M"
"100","HT-1100","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AD07FB","02BD2137-0890-1EEA-A6C2-BB55C1AD27FB","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","1","EA","1.200 ","KG","USD","89.90 ","/sap/hana/democontent/epmNext/data/images/HT-1100.jpg","0.150 ","0.070 ","0.210 ","M"
"100","HT-1101","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AD47FB","02BD2137-0890-1EEA-A6C2-BB55C1AD67FB","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","1","EA","0.800 ","KG","EUR","79.90 ","/sap/hana/democontent/epmNext/data/images/HT-1101.jpg","0.140 ","0.070 ","0.240 ","M"
"100","HT-1102","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AD87FB","02BD2137-0890-1EEA-A6C2-BB55C1ADA7FB","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","1","EA","0.800 ","KG","USD","69.00 ","/sap/hana/democontent/epmNext/data/images/HT-1102.jpg","0.160 ","0.060 ","0.270 ","M"
"100","HT-1103","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1ADC7FB","02BD2137-0890-1EEA-A6C2-BB55C1ADE7FB","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","1","EA","0.800 ","KG","EUR","77.00 ","/sap/hana/democontent/epmNext/data/images/HT-1103.jpg","0.110 ","0.030 ","0.220 ","M"
"100","HT-1104","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AE07FB","02BD2137-0890-1EEA-A6C2-BB55C1AE27FB","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","1","EA","1.100 ","KG","JPY","55.00 ","/sap/hana/democontent/epmNext/data/images/HT-1104.jpg","0.100 ","0.030 ","0.300 ","M"
"100","HT-1105","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AE47FB","02BD2137-0890-1EEA-A6C2-BB55C1AE67FB","02BD2137-0890-1EEA-A6C2-BB55C19C87FB","1","EA","0.700 ","KG","EUR","29.00 ","/sap/hana/democontent/epmNext/data/images/HT-1105.jpg","0.160 ","0.040 ","0.210 ","M"
"100","HT-1106","PR","Software","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20121003","02BD2137-0890-1EEA-A6C2-BB55C1AE87FB","02BD2137-0890-1EEA-A6C2-BB55C1AEA7FB","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","1","EA","0.900 ","KG","MXN","34.00 ","/sap/hana/democontent/epmNext/data/images/HT-1106.jpg","0.180 ","0.040 ","0.230 ","M"
