"CLIENT","TEXT_ID","LANGUAGE","ISO_LANGUAGE","TEXT"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AA27FB","E","en","Proctra X: DDR2 RoHS 128MB. Clock rate: 350 MHz. Memory Clock: 533 MHz. Bus Type: PCI-Express. Memory Type: DDR2. Memory Bus: 32-bit. Highlighted Features: DVI Out"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AA47FB","E","en","Gladiator MX"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AA67FB","E","en","Gladiator MX: DDR2 RoHS 128MB Supporting 512MB Clock rate: 350 MHz Memory Clock: 533 MHz. Bus Type: PCI-Express. Memory Type: DDR2 Memory Bus: 32-bit Highlighted Features: DVI Out. TV Out . HDTV"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AA87FB","E","en","Hurricane GX"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AAA7FB","E","en","Hurricane GX: DDR2 RoHS 512MB Supporting1024MB Clock rate: 550 MHz Memory Clock: 933 MHz. Bus Type: PCI-Express. Memory Type: DDR2 Memory Bus: 64-bit Highlighted Features: DVI Out. TV-In. TV-Out. HDTV"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AAC7FB","E","en","Psimax"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AAE7FB","E","en","PsimaX: High performance of thePsimax is matched by competitive features and extra horsepower to deliver barrier-free entertainment."
"100","02BD2137-0890-1EEA-A6C2-BB55C1AB07FB","E","en","Photo Scan"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AB27FB","E","en","Flatbed scanner - 1200 dpi x 1000 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AB47FB","E","en","Power Scan"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AB67FB","E","en","Flatbed scanner - 1200 dpi x 1200 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AB87FB","E","en","Jet Scan Professional"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ABA7FB","E","en","Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ABC7FB","E","en","Jet Scan Professional"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ABE7FB","E","en","Flatbed scanner - Letter - 2400 dpi x 2400 dpi - ADF ( 50 sheets ) - Hi-Speed USB  - Bluetooth Ver. 1.2"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AC07FB","E","en","Copymaster"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AC27FB","E","en","Copymaster"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AC47FB","E","en","Surround Sound"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AC67FB","E","en","PC multimedia speakers - 5 Watt (Total)"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AC87FB","E","en","Blaster Extreme"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ACA7FB","E","en","PC multimedia speakers - 10 Watt (Total) - 2-way"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ACC7FB","E","en","Sound Booster"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ACE7FB","E","en","PC multimedia speakers - 30 Watt (Total) - 2-way"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AD07FB","E","en","Smart Office"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AD27FB","E","en","Complete package. 1 User. Different Office Applications. wordprocessing. spreadsheet. presentations"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AD47FB","E","en","Smart Design"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AD67FB","E","en","Complete package. 1 User. Image editing. processing"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AD87FB","E","en","Smart Network"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ADA7FB","E","en","Complete package. 1 User. Network Software Utilitys. Useful Applications and Documentation"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ADC7FB","E","en","Smart Multimedia"
"100","02BD2137-0890-1EEA-A6C2-BB55C1ADE7FB","E","en","Complete package. 1 User. different Multimedia applications. playing music. watching dvds. only with this Smart package"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AE07FB","E","en","Smart Games"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AE27FB","E","en","Complete package. 1 User. various games for amusement. logic. action. jump&run"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AE47FB","E","en","Smart Internet Antivirus"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AE67FB","E","en","Complete package. 1 User. highly recommended for internet user. to be armed against cybercrime like virus and trojan"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AE87FB","E","en","Smart Firewall"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AEA7FB","E","en","Complete package. 1 User. recommended for internet user. protect your PC against cyber-crime"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AEC7FB","E","en","Smart Money"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AEE7FB","E","en","Complete package. 1 User. bring your money in your mind. see what you have and what you want"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AF07FB","E","en","PC Lock"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AF27FB","E","en","Everywhere security to avoid burglary of your Desktop"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AF47FB","E","en","Notebook Lock"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AF67FB","E","en","Everywhere security for your notebook"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AF87FB","E","en","Web cam reality"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AFA7FB","E","en","Web camera. colour. High-Speed USB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AFC7FB","E","en","Screen clean"
"100","02BD2137-0890-1EEA-A6C2-BB55C1AFE7FB","E","en","10 separately packed screen clean cloths"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B007FB","E","en","Leather bag professional"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B027FB","E","en","Separately notebook case. many room for pencils and ring binder"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B047FB","E","en","Modem Hyper Speed"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B067FB","E","en","Modem Hyper Speed with 56k Ethernet connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B087FB","E","en","ISDN direct"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B0A7FB","E","en","ISDN Modem with 64k/128k Ethernet connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B0C7FB","E","en","ADSL progress T1"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B0E7FB","E","en","ADSL Modem with asynchronous DSL high speed connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B107FB","E","en","USB Stick 1 GB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B127FB","E","en","USB 2.0 High-Speed 1GB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B147FB","E","en","Keybord. english international"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B167FB","E","en","Corded Keyboard with english keys"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B187FB","E","en","Flat X-large II"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B1A7FB","E","en","23 Optimum Resolution 2048 × 1536 @ 85Hz. Max resolution 2080 × 1560 @ 75Hz. Dot Pitch: 0.24mm"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B1C7FB","E","en","Flat XL"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B1E7FB","E","en","23 Optimum Resolution 2016 x 1512 @ 85Hz. Max resolution 2048 x 1536 @ 75Hz. Dot Pitch: 0.24mm"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B207FB","E","en","PC Power Station"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B227FB","E","en","PC Power Station with 2.6 quad-core. 2 GB RAM. feels like a PC"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B247FB","E","en","Server Basic"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B267FB","E","en","Dual socket. quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B287FB","E","en","Server Professional"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B2A7FB","E","en","Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B2C7FB","E","en","Server Power Pro"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B2E7FB","E","en","Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B307FB","E","en","Flat Watch HD32"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B327FB","E","en","32 Zoll. 1366x768 Pixel. 16:9. HDTV ready"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B347FB","E","en","Flat Watch HD37"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B367FB","E","en","37 Zoll. 1366x768 Pixel. 16:9. HDTV ready"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B387FB","E","en","Flat Watch HD41"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B3A7FB","E","en","41 Zoll. 1366x768 Pixel. 16:9. HDTV ready"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B3C7FB","E","en","Platinberry"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B3E7FB","E","en","Our new multifunctional Handheld with phone function in platin"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B407FB","E","en","Goldberry"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B427FB","E","en","Our new multifunctional Handheld with phone function in gold"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B447FB","E","en","Silverberry"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B467FB","E","en","Our new multifunctional Handheld with phone function in silver"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B487FB","E","en","Copperberry"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B4A7FB","E","en","Our new multifunctional Handheld with phone function in copper"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B4C7FB","E","en","Lovely Sound 5.1 Wireless"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B4E7FB","E","en","5.1 Headset. 40 Hz-20 kHz. Wireless"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B507FB","E","en","Lovely Sound 5.1"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B527FB","E","en","5.1 Headset. 40 Hz-20 kHz. 3m cable"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B547FB","E","en","Lovely Sound Stereo"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B567FB","E","en","5.1 Headset. 40 Hz-20 kHz. 3m cable"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B587FB","E","en","Power Pro Player 80"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B5A7FB","E","en","MP3-Player with 80 GB HDD and Color Display. can play movies"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B5C7FB","E","en","Power Pro Player 40"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B5E7FB","E","en","MP3-Player with 40 GB HDD and Color Display. can play movies"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B607FB","E","en","Basic Booster B"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B627FB","E","en","2 GB. Flash. USB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B647FB","E","en","Basic Booster A"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B667FB","E","en","1 GB. Flash. USB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B687FB","E","en","Record Movie"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B6A7FB","E","en","160 GB HDD. CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B6C7FB","E","en","Play Movie"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B6E7FB","E","en","CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B707FB","E","en","Beam Breaker B-3"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B727FB","E","en","2500 ANSI-Lumen. max.12.3Meter. 800 Pixel. 600 Pixel"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B747FB","E","en","Beam Breaker B-2"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B767FB","E","en","2200 ANSI-Lumen. max.9.34 Meter. 800 Pixel. 600 Pixel"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B787FB","E","en","Portable DVD Player with 9 LCD Monitor"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B7A7FB","E","en","9 LCD Screen. storage holds up to 8 hours. 2 speakers included"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B7C7FB","E","en","Beam Breaker B-1"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B7E7FB","E","en","1900 ANSI-Lumen. max. 8.45 Meter. 800 Pixel. 600 Pixel"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B807FB","E","en","Removable CD/DVD Laser Labels"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B827FB","E","en","To archive your self-burned CDs"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B847FB","E","en","Audio/Video Cable Kit - 12 ft"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B867FB","E","en","Connecting our beamers and notebooks using full quality"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B887FB","E","en","CD/DVD case: 264 capacity"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B8A7FB","E","en","Keeps your CD and DVDs clean and in order with our CD/DVD case"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B8C7FB","E","en","10 Portable DVD player"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B8E7FB","E","en","10 LCD Screen. storage battery holds up to 8 hours"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B907FB","E","en","7 Widescreen Portable DVD Player w MP3"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B927FB","E","en","7 LCD Screen. storage battery holds up to 6 hours!"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B947FB","E","en","Gaming Monster Pro"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B967FB","E","en","2.5 Ghz. quad core. 8 GB RAM. 700 GB Hdd. Graphic Card: Hurricane GX"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B987FB","E","en","Gaming Monster"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B9A7FB","E","en","2.2 Ghz. dual core. 2 GB RAM. 400 GB Hdd. Graphic Card: Gladiator MX"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B9C7FB","E","en","Family PC Pro"
"100","02BD2137-0890-1EEA-A6C2-BB55C1B9E7FB","E","en","2 Ghz. dual core. 1 GB RAM. 250 GB Hdd. Graphic Card: Gladiator MX"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BA07FB","E","en","Family PC Basic"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BA27FB","E","en","1.8 Ghz. dual core.512 MB Ram. 100 GB HDD. Graphic Card: Proctra X"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BA47FB","E","en","USB Stick 2 GB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BA67FB","E","en","USB 2.0 High-Speed 2GB"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BA87FB","E","en","ITelO FlexTop I4000"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BAA7FB","E","en","1.5 Ghz. single core. 40 GB HDD. Windows Vista Home Basic. 512 MB RAM"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BAC7FB","E","en","ITelO FlexTop I6300c"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BAE7FB","E","en","1.6 Ghz. dual core. 60 GB HDD. Windows Vista Home Basic. 512 MB RAM+"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BB07FB","E","en","ITelO FlexTop I9100"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BB27FB","E","en","2.2 Ghz. quad core. 80 GB HDD. Windows Vista Home Premium. 1024 MB RAM"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BB47FB","E","en","ITelO FlexTop I9800"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BB67FB","E","en","2.8 Ghz. quad core. 120 GB HDD. Windows Vista Home Premium. 2048 MB RAM"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BB87FB","E","en","Flyer"
"100","02BD2137-0890-1EEA-A6C2-BB55C1BBA7FB","E","en","Flyer for our new product"
