productId,typeCode,category,createdBy,createdAt,modifiedBy,modifiedAt,name,desc,partner_ID,quantity,quantityUnit,weightMeasure,weightUnit,currency_code,price,width,depth,height,dimensionUnit
HT-1035,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat Basic 15,19 Optimum Resolution 1600 x 1200 @ 85Hz. Max resolution 1984 x 1488 @ 75Hz. Dot Pitch: 0.24mm,02BD2137-0890-1EEA-A6C2-BB55C19D67FB,1,EA,14,KG,USD,399,0.39,0.2,0.41,M
HT-1036,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat Future,21 Optimum Resolution 1984 x 1488 @ 85Hz. Max resolution 1720 x 1280 @ 75Hz. Dot Pitch: 0.24mm,02BD2137-0890-1EEA-A6C2-BB55C19D87FB,1,EA,15,KG,CAD,430,0.45,0.26,0.46,M
HT-1037,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat X-large,23 Optimum Resolution 2016 x 1512 @ 85Hz. Max resolution 2048 x 1536 @ 75Hz. Dot Pitch: 0.24mm,02BD2137-0890-1EEA-A6C2-BB55C19DA7FB,1,EA,17,KG,MXN,1430,0.55,0.22,0.39,M
HT-1040,PR,Laser printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Laser Professional Eco,Print 2400 dpi image quality color documents at speeds of up to 32 ppmÂ¹ (color) or 36 ppmÂ¹ (monochrome). letter/A4. Powerful 500 MHz processor. 512MB of memory,02BD2137-0890-1EEA-A6C2-BB55C19DC7FB,1,EA,32,KG,EUR,830,0.51,0.46,0.3,M
HT-1041,PR,Laser printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Laser Basic,Up to 22 ppm color or 24 ppm monochrome letter. powerful 500 MHz processor and 128MB of memory,02BD2137-0890-1EEA-A6C2-BB55C19DE7FB,1,EA,23,KG,ARS,490,0.48,0.42,0.26,M
HT-1042,PR,Laser printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Laser Allround,Print up to 25 ppm letter and 24 ppm A4 color or monochrome. with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,1,EA,15,KG,EUR,349,0.53,0.5,0.65,M
HT-1050,PR,Ink jet printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Deskjet Super Color,1200 dpi x 1200 dpi - up to 19 ppm (mono) / up to 18 ppm (colour) - capacity: 80 sheets - Hi-Speed USB. Ethernet,02BD2137-0890-1EEA-A6C2-BB55C19E27FB,1,EA,3,KG,RUB,139,0.45,0.34,0.18,M
HT-1051,PR,Ink jet printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Deskjet Mobile,1000 dpi x 1000 dpi - up to 15 ppm (mono) / up to 13 ppm (colour) - capacity: 40 sheets - Hi-Speed USB - excellent dimesions for the small office,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,1,EA,1.9,KG,USD,99,0.46,0.32,0.25,M
HT-1052,PR,Ink jet printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Deskjet Super Highspeed,1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (colour) - capacity: 100 sheets - Hi-Speed USB2.0. Ethernet,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,1,EA,18,KG,EUR,170,0.41,0.42,0.28,M
HT-1055,PR,Multi function printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Multi Print,1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (colour)- capacity 80 sheets - scanner (216 x 297 mm. 1200dpi x 2400dpi),02BD2137-0890-1EEA-A6C2-BB55C19E87FB,1,EA,6.3,KG,EUR,99,0.55,0.45,0.29,M
HT-1056,PR,Multi function printers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Multi Color,1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (colour)- capacity 80 sheets - scanner (216 x 297 mm. 2400dpi x 4800dpi. high resolution),02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,1,EA,4.3,KG,JPY,119,0.51,0.41,0.22,M
HT-1060,PR,Mice,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Cordless Mouse,Cordless Optical USB Mice. Laptop. Colour: Black. Plug&Play,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,1,EA,0.09,KG,EUR,9,0.06,0.15,0.04,M
HT-1061,PR,Mice,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Speed Mouse,Optical USB. PS/2 Mice. Colour: Blue. 3-button-functionality (incl. Scroll wheel),02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,1,EA,0.09,KG,EUR,7,0.07,0.15,0.03,M
HT-1062,PR,Mice,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Track Mouse,Optical USB Mice. Colour: Red. 5-button-functionality(incl. Scroll wheel). Plug&Play,02BD2137-0890-1EEA-A6C2-BB55C19F07FB,1,EA,0.03,KG,ARS,11,0.07,0.14,0.04,M
HT-1063,PR,Keyboards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Ergonomic Keyboard,Ergonomic USB PS/2 Keyboard for Desktop. Plug&Play,02BD2137-0890-1EEA-A6C2-BB55C19F27FB,1,EA,2.1,KG,BRL,14,0.5,0.21,0.04,M
HT-1064,PR,Keyboards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Internet Keyboard,Corded Keyboard with special keys for Internet Usability. USB,02BD2137-0890-1EEA-A6C2-BB55C19F47FB,1,EA,1.8,KG,CAD,16,0.52,0.25,0.03,M
HT-1065,PR,Keyboards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Media Keyboard,Corded Keyboard with special keys for Media Usability. USB,02BD2137-0890-1EEA-A6C2-BB55C19F67FB,1,EA,2.3,KG,CHF,26,0.51,0.23,0.04,M
HT-1066,PR,High Tech,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Mousepad,Nice Mousepad with ITelO Logo,02BD2137-0890-1EEA-A6C2-BB55C19F87FB,1,EA,80,G,USD,2.5,0.3,0.3,0.01,M
HT-1067,PR,High Tech,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Ergo Mousepad,Ergonomic Mousepad with ITelO Logo,02BD2137-0890-1EEA-A6C2-BB55C19FA7FB,1,EA,150,G,EUR,3.5,0.28,0.22,0,M
HT-1068,PR,High Tech,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Designer Mousepad,With extraordinary diligence designed by our Marketing manager with the ITelO Logo,02BD2137-0890-1EEA-A6C2-BB55C19FC7FB,1,EA,150,G,USD,3.5,0.24,0.24,0.01,M
HT-1069,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Notebook LCD Display,Replacement display for all 14'' IBM Thinkpad. Gercom Webboy. and HP Omnibook computers.,02BD2137-0890-1EEA-A6C2-BB55C19FE7FB,1,EA,170,G,JPY,800,0.32,0,0.23,M
HT-1070,PR,Graphic cards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Proctra X,Proctra X: DDR2 RoHS 128MB. Clock rate: 350 MHz. Memory Clock: 533 MHz. Bus Type: PCI-Express. Memory Type: DDR2. Memory Bus: 32-bit. Highlighted Features: DVI Out,02BD2137-0890-1EEA-A6C2-BB55C1A007FB,1,EA,0.01,KG,ARS,70.9,0.15,0.18,0.05,M
HT-1071,PR,Graphic cards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Gladiator MX,Gladiator MX: DDR2 RoHS 128MB Supporting 512MB Clock rate: 350 MHz Memory Clock: 533 MHz. Bus Type: PCI-Express. Memory Type: DDR2 Memory Bus: 32-bit Highlighted Features: DVI Out. TV Out . HDTV,02BD2137-0890-1EEA-A6C2-BB55C1A027FB,1,EA,0.012,KG,ZAR,81.7,0.14,0.18,0.04,M
HT-1072,PR,Graphic cards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Hurricane GX,Hurricane GX: DDR2 RoHS 512MB Supporting1024MB Clock rate: 550 MHz Memory Clock: 933 MHz. Bus Type: PCI-Express. Memory Type: DDR2 Memory Bus: 64-bit Highlighted Features: DVI Out. TV-In. TV-Out. HDTV,02BD2137-0890-1EEA-A6C2-BB55C1A047FB,1,EA,0.013,KG,USD,101.2,0.15,0.17,0.03,M
HT-1073,PR,Graphic cards,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Psimax,PsimaX: High performance of thePsimax is matched by competitive features and extra horsepower to deliver barrier-free entertainment.,02BD2137-0890-1EEA-A6C2-BB55C1A067FB,1,EA,0.01,KG,EUR,24,0.15,0.17,0.04,M
HT-1080,PR,Scanner,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Photo Scan,Flatbed scanner - 1200 dpi x 1000 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2,02BD2137-0890-1EEA-A6C2-BB55C1A087FB,1,EA,2.3,KG,INR,51,0.34,0.48,0.05,M
HT-1081,PR,Scanner,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Power Scan,Flatbed scanner - 1200 dpi x 1200 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2,02BD2137-0890-1EEA-A6C2-BB55C1A0A7FB,1,EA,2.4,KG,PLN,89,0.31,0.43,0.07,M
HT-1082,PR,Scanner,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Jet Scan Professional,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - Hi-Speed USB  - Bluetooth Ver. 1.2,02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB,1,EA,3.2,KG,ARS,169,0.33,0.41,0.12,M
HT-1083,PR,Scanner,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Jet Scan Professional,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - ADF ( 50 sheets ) - Hi-Speed USB  - Bluetooth Ver. 1.2,02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB,1,EA,3.2,KG,CNY,520,0.35,0.4,0.1,M
HT-1085,PR,Scanner and Printer,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Copymaster,Copymaster,02BD2137-0890-1EEA-A6C2-BB55C1A107FB,1,EA,23.2,KG,DKK,1499,0.45,0.42,0.22,M
HT-1090,PR,Speakers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Surround Sound,PC multimedia speakers - 5 Watt (Total),02BD2137-0890-1EEA-A6C2-BB55C1A127FB,1,EA,3,KG,EUR,39,0.12,0.1,0.16,M
HT-1091,PR,Speakers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Blaster Extreme,PC multimedia speakers - 10 Watt (Total) - 2-way,02BD2137-0890-1EEA-A6C2-BB55C19BA7FB,1,EA,1.4,KG,EUR,26,0.13,0.11,0.18,M
HT-1092,PR,Speakers,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Sound Booster,PC multimedia speakers - 30 Watt (Total) - 2-way,02BD2137-0890-1EEA-A6C2-BB55C19BC7FB,1,EA,2.1,KG,EUR,45,0.12,0.1,0.18,M
HT-1100,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Office,Complete package. 1 User. Different Office Applications. wordprocessing. spreadsheet. presentations,02BD2137-0890-1EEA-A6C2-BB55C19BE7FB,1,EA,1.2,KG,USD,89.9,0.15,0.07,0.21,M
HT-1101,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Design,Complete package. 1 User. Image editing. processing,02BD2137-0890-1EEA-A6C2-BB55C19C07FB,1,EA,0.8,KG,EUR,79.9,0.14,0.07,0.24,M
HT-1102,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Network,Complete package. 1 User. Network Software Utilitys. Useful Applications and Documentation,02BD2137-0890-1EEA-A6C2-BB55C19C27FB,1,EA,0.8,KG,USD,69,0.16,0.06,0.27,M
HT-1103,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Multimedia,Complete package. 1 User. different Multimedia applications. playing music. watching dvds. only with this Smart package,02BD2137-0890-1EEA-A6C2-BB55C19C47FB,1,EA,0.8,KG,EUR,77,0.11,0.03,0.22,M
HT-1104,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Games,Complete package. 1 User. various games for amusement. logic. action. jump&run,02BD2137-0890-1EEA-A6C2-BB55C19C67FB,1,EA,1.1,KG,JPY,55,0.1,0.03,0.3,M
HT-1105,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Internet Antivirus,Complete package. 1 User. highly recommended for internet user. to be armed against cybercrime like virus and trojan,02BD2137-0890-1EEA-A6C2-BB55C19C87FB,1,EA,0.7,KG,EUR,29,0.16,0.04,0.21,M
HT-1106,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Firewall,Complete package. 1 User. recommended for internet user. protect your PC against cyber-crime,02BD2137-0890-1EEA-A6C2-BB55C19CA7FB,1,EA,0.9,KG,MXN,34,0.18,0.04,0.23,M
HT-1107,PR,Software,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Smart Money,Complete package. 1 User. bring your money in your mind. see what you have and what you want,02BD2137-0890-1EEA-A6C2-BB55C19CC7FB,1,EA,0.5,KG,ARS,29.9,0.12,0.02,0.19,M
HT-1110,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,PC Lock,Everywhere security to avoid burglary of your Desktop,02BD2137-0890-1EEA-A6C2-BB55C19CE7FB,1,EA,0.03,KG,USD,8.9,0.2,0.08,0.04,M
HT-1111,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Notebook Lock,Everywhere security for your notebook,02BD2137-0890-1EEA-A6C2-BB55C19D07FB,1,EA,0.02,KG,EUR,6.9,0.31,0.09,0.07,M
HT-1112,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Web cam reality,Web camera. colour. High-Speed USB,02BD2137-0890-1EEA-A6C2-BB55C19D27FB,1,EA,0.5,KG,GBP,39,0.09,0.08,0.01,M
HT-1113,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Screen clean,10 separately packed screen clean cloths,02BD2137-0890-1EEA-A6C2-BB55C19D47FB,1,EA,0.2,KG,EUR,2.3,0.18,0.22,0.01,M
HT-1114,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Leather bag professional,Separately notebook case. many room for pencils and ring binder,02BD2137-0890-1EEA-A6C2-BB55C19D67FB,1,EA,1.8,KG,USD,69,0.51,0.19,0.35,M
HT-1115,PR,Hardware,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Modem Hyper Speed,Modem Hyper Speed with 56k Ethernet connectivity,02BD2137-0890-1EEA-A6C2-BB55C19D87FB,1,EA,1.3,KG,CAD,42,0.19,0.18,0.12,M
HT-1116,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ISDN direct,ISDN Modem with 64k/128k Ethernet connectivity,02BD2137-0890-1EEA-A6C2-BB55C19DA7FB,1,EA,0.3,KG,MXN,36,0.19,0.21,0.14,M
HT-1117,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ADSL progress T1,ADSL Modem with asynchronous DSL high speed connectivity,02BD2137-0890-1EEA-A6C2-BB55C19DC7FB,1,EA,0.4,KG,EUR,38,0.12,0.24,0.11,M
HT-1118,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USB Stick 1 GB,USB 2.0 High-Speed 1GB,02BD2137-0890-1EEA-A6C2-BB55C19DE7FB,1,EA,0.015,KG,ARS,79,0.02,0.09,0.01,M
HT-1120,PR,Input device,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Keybord. english international,Corded Keyboard with english keys,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,1,EA,1,KG,EUR,260,0.45,0.19,0.03,M
HT-1137,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat X-large II,23 Optimum Resolution 2048 Ã— 1536 @ 85Hz. Max resolution 2080 Ã— 1560 @ 75Hz. Dot Pitch: 0.24mm,02BD2137-0890-1EEA-A6C2-BB55C19E27FB,1,EA,18,KG,RUB,1230,0.54,0.22,0.38,M
HT-1138,PR,Flat screens,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat XL,23 Optimum Resolution 2016 x 1512 @ 85Hz. Max resolution 2048 x 1536 @ 75Hz. Dot Pitch: 0.24mm,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,1,EA,4.2,KG,USD,1211,0.53,0.2,0.44,M
HT-1210,PR,PC,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,PC Power Station,PC Power Station with 2.6 quad-core. 2 GB RAM. feels like a PC,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,1,EA,2.3,KG,EUR,2399,0.28,0.31,0.43,M
HT-1500,PR,Workstation ensemble,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Server Basic,Dual socket. quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,1,EA,18,KG,EUR,5000,0.34,0.35,0.23,M
HT-1501,PR,Workstation ensemble,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Server Professional,Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,1,EA,25,KG,JPY,15000,0.29,0.3,0.27,M
HT-1502,PR,Workstation ensemble,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Server Power Pro,Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,1,EA,35,KG,EUR,25000,0.22,0.27,0.37,M
HT-6130,PR,Flat-screen television,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat Watch HD32,32 Zoll. 1366x768 Pixel. 16:9. HDTV ready,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,1,EA,2.6,KG,EUR,1459,0.78,0.22,0.55,M
HT-6131,PR,Flat-screen television,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat Watch HD37,37 Zoll. 1366x768 Pixel. 16:9. HDTV ready,02BD2137-0890-1EEA-A6C2-BB55C19F07FB,1,EA,2.2,KG,ARS,1199,0.99,0.26,0.61,M
HT-6132,PR,Flat-screen television,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flat Watch HD41,41 Zoll. 1366x768 Pixel. 16:9. HDTV ready,02BD2137-0890-1EEA-A6C2-BB55C19F27FB,1,EA,1.8,KG,BRL,899,1.28,0.23,0.79,M
HT-7030,PR,Handheld,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Platinberry,Our new multifunctional Handheld with phone function in platin,02BD2137-0890-1EEA-A6C2-BB55C19F47FB,1,EA,0.5,KG,CAD,2490,0.09,0.15,0.1,M
HT-7020,PR,Handheld,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Goldberry,Our new multifunctional Handheld with phone function in gold,02BD2137-0890-1EEA-A6C2-BB55C19F67FB,1,EA,0.5,KG,CHF,1490,0.07,0.16,0.11,M
HT-7010,PR,Handheld,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Silverberry,Our new multifunctional Handheld with phone function in silver,02BD2137-0890-1EEA-A6C2-BB55C19F87FB,1,EA,0.5,KG,USD,799,0.07,0.15,0.13,M
HT-7000,PR,Handheld,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Copperberry,Our new multifunctional Handheld with phone function in copper,02BD2137-0890-1EEA-A6C2-BB55C19FA7FB,1,EA,0.5,KG,EUR,549,0.08,0.13,0.12,M
HT-1095,PR,Headset,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Lovely Sound 5.1 Wireless,5.1 Headset. 40 Hz-20 kHz. Wireless,02BD2137-0890-1EEA-A6C2-BB55C19FC7FB,1,EA,187,G,USD,160,0.24,0.02,0.23,M
HT-1096,PR,Headset,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Lovely Sound 5.1,5.1 Headset. 40 Hz-20 kHz. 3m cable,02BD2137-0890-1EEA-A6C2-BB55C19FE7FB,1,EA,130,G,JPY,120,0.25,0.02,0.19,M
HT-1097,PR,Headset,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Lovely Sound Stereo,5.1 Headset. 40 Hz-20 kHz. 3m cable,02BD2137-0890-1EEA-A6C2-BB55C1A007FB,1,EA,60,G,ARS,56,0.21,0.02,0.2,M
HT-6123,PR,MP3-Player,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Power Pro Player 80,MP3-Player with 80 GB HDD and Color Display. can play movies,02BD2137-0890-1EEA-A6C2-BB55C1A027FB,1,EA,267,G,ZAR,299,0.13,0.02,0.14,M
